transaction_id,transaction_qty,unit_price
986840,13,27.0
775376,13,21.0
1116186,13,30.0
675451,9,18.0
794646,11,21.0
1706,9,15.0
7510,13,20.0
1610,1,2.5
6069,3,7.5
12452,6,12.5
9387,6,7.5
14792,6,10.0
12260,4,7.5
23393,8,12.5
15594,4,7.5
11982,3,5.0
38299,10,15.0
28590,7,10.0
30237,5,10.0
48734,11,15.0
43912,8,12.5
18749,3,5.0
80709,11,20.0
42235,7,10.0
55232,5,12.5
35337,4,7.5
24579,3,5.0
90122,12,17.5
81237,9,15.0
28173,3,5.0
102656,7,17.5
121996,13,20.0
78778,8,12.5
96618,8,15.0
16800,1,2.5
86095,7,12.5
158380,14,22.5
54263,4,7.5
75350,6,10.0
57888,5,7.5
99529,5,12.5
102380,9,12.5
105115,6,12.5
149768,12,17.5
66636,4,7.5
90577,6,10.0
69764,5,7.5
47630,4,5.0
100794,5,10.0
51015,4,5.0
131449,7,12.5
53623,4,5.0
82860,5,7.5
56287,3,5.0
28523,1,2.5
29245,2,2.5
29851,2,2.5
152743,8,12.5
124773,7,10.0
95342,4,7.5
97016,5,7.5
231511,12,17.5
134307,6,10.0
238510,10,17.5
139158,5,10.0
106846,4,7.5
108492,5,7.5
368398,15,25.0
112205,4,7.5
152449,6,10.0
310226,11,20.0
200297,7,12.5
245902,9,15.0
83382,3,5.0
127361,4,7.5
129058,5,7.5
217849,8,12.5
266643,9,15.0
270707,9,15.0
229855,6,12.5
279150,10,15.0
94209,2,5.0
144393,4,7.5
243561,9,12.5
198322,5,10.0
200234,6,10.0
152243,5,7.5
463388,11,22.5
312860,10,15.0
316488,10,15.0
320360,9,15.0
108284,4,5.0
274159,8,12.5
775731,22,35.0
563142,16,25.0
228846,5,10.0
173557,4,7.5
411524,9,17.5
356976,9,15.0
482253,11,20.0
243876,5,10.0
248189,7,10.0
439686,12,17.5
383189,9,15.0
64667,2,2.5
262368,6,10.0
331112,7,12.5
335254,7,12.5
272579,6,10.0
276320,7,10.0
770818,17,27.5
494683,12,17.5
215513,3,7.5
216964,4,7.5
220482,4,7.5
296167,7,10.0
450336,10,15.0
228190,4,7.5
845159,13,27.5
854798,19,27.5
471434,11,15.0
395817,8,12.5
961616,18,30.0
1132537,23,35.0
655882,12,20.0
499706,9,15.0
588925,10,17.5
1364543,23,40.0
431748,8,12.5
785826,12,22.5
794083,14,22.5
715664,12,20.0
543419,10,15.0
642615,10,17.5
370716,6,10.0
375911,5,10.0
570308,9,15.0
767628,12,20.0
485945,8,12.5
492159,8,12.5
698374,9,17.5
805081,13,20.0
509507,5,12.5
617432,7,15.0
833632,13,20.0
842646,12,20.0
744352,10,17.5
751484,10,17.5
867900,10,20.0
1207149,17,27.5
884831,12,20.0
668435,8,15.0
788719,11,17.5
1476653,20,32.5
376,2,6.0
6374,12,24.0
6232,5,12.0
9905,7,15.0
2435,1,3.0
3111,2,3.0
21834,9,18.0
32763,8,21.0
25950,9,15.0
11835,4,6.0
27292,8,12.0
22719,3,9.0
15917,4,6.0
44097,8,15.0
9199,1,3.0
29979,5,9.0
42237,6,12.0
33707,3,9.0
35617,4,9.0
61543,9,15.0
64172,9,15.0
40741,4,9.0
112569,14,24.0
14361,2,3.0
91325,10,18.0
15690,2,3.0
81016,6,15.0
66613,7,12.0
34664,2,6.0
70985,6,12.0
109319,9,18.0
57013,6,9.0
77555,5,12.0
40217,3,6.0
41230,3,6.0
83707,6,12.0
42778,2,6.0
154582,8,21.0
90619,5,12.0
139769,9,18.0
146702,11,18.0
75992,4,9.0
51130,4,6.0
185061,11,21.0
53600,3,6.0
82469,6,9.0
56750,2,6.0
85915,3,9.0
117342,7,12.0
210279,14,21.0
122238,7,12.0
250044,11,24.0
126742,7,12.0
97116,6,9.0
65291,3,6.0
167270,8,15.0
273569,10,24.0
381742,17,33.0
71223,3,6.0
144647,6,12.0
147390,5,12.0
75097,4,6.0
152627,6,12.0
193252,6,15.0
79545,2,6.0
322201,13,24.0
204614,8,15.0
252794,12,18.0
42769,1,3.0
131080,5,9.0
266956,10,18.0
135266,6,9.0
183855,7,12.0
139812,5,9.0
331611,7,21.0
48319,1,3.0
341281,13,21.0
247468,9,15.0
251436,5,15.0
458402,14,27.0
360010,11,21.0
312986,9,18.0
317074,8,18.0
481871,11,27.0
379528,8,21.0
328315,8,18.0
333999,7,18.0
338252,10,18.0
286629,8,15.0
288763,7,15.0
176465,4,9.0
357729,8,18.0
241134,7,12.0
367141,9,18.0
558045,11,27.0
566268,13,27.0
638350,15,30.0
458134,12,21.0
398773,10,18.0
268505,7,12.0
477869,9,21.0
551519,13,24.0
489903,10,21.0
283414,6,12.0
287116,4,12.0
289942,7,12.0
588108,14,24.0
519320,13,21.0
300634,4,12.0
456399,9,18.0
537038,11,21.0
544474,11,21.0
157225,3,6.0
713477,11,27.0
239880,6,9.0
811457,12,30.0
1312125,24,48.0
749061,16,27.0
925402,16,33.0
511590,8,18.0
518866,9,18.0
435813,9,15.0
264673,3,9.0
805559,12,27.0
725588,12,24.0
916439,14,30.0
1124462,19,36.0
759768,12,24.0
287932,5,9.0
486308,6,15.0
687783,11,21.0
697347,11,21.0
402583,6,12.0
511074,5,15.0
720407,9,21.0
938070,16,27.0
736989,13,21.0
532628,5,15.0
967754,14,27.0
650569,9,18.0
657726,9,18.0
663349,9,18.0
1115441,14,30.0
564446,9,15.0
681504,8,18.0
1636,9,12.5
3520,8,10.0
13393,11,22.5
6040,4,7.5
5178,3,5.0
6355,3,5.0
14607,6,10.0
20502,8,12.5
18404,5,10.0
26195,7,12.5
19179,5,7.5
21043,4,7.5
15103,3,5.0
33261,7,10.0
26544,4,7.5
75108,12,20.0
29828,3,7.5
32084,5,7.5
55977,5,12.5
70627,9,15.0
86102,12,17.5
51600,5,10.0
53578,8,10.0
70154,7,12.5
14601,2,2.5
30671,3,5.0
31134,4,5.0
65278,6,10.0
33339,3,5.0
34218,2,5.0
105838,10,15.0
73061,6,10.0
131324,9,17.5
77563,6,10.0
100051,7,12.5
82194,6,10.0
126092,8,15.0
64465,5,7.5
65829,3,7.5
68188,5,7.5
23483,1,2.5
72062,3,7.5
97945,6,10.0
74991,3,7.5
129252,8,12.5
52814,3,5.0
107886,7,10.0
137094,7,12.5
112668,6,10.0
143486,5,12.5
58559,2,5.0
150033,9,12.5
122043,4,10.0
93185,5,7.5
222024,9,17.5
128782,8,10.0
263846,12,20.0
133896,4,10.0
409079,17,30.0
174080,9,12.5
284475,11,20.0
144682,6,10.0
257615,11,17.5
112737,4,7.5
75874,3,5.0
193780,6,12.5
157576,5,10.0
281952,11,17.5
204670,8,12.5
83086,2,5.0
168623,6,10.0
128672,4,7.5
175143,6,10.0
266769,7,15.0
407096,16,22.5
137385,3,7.5
373764,11,20.0
331414,7,17.5
192086,5,10.0
243486,9,12.5
197722,5,10.0
300836,9,15.0
457351,13,22.5
154507,6,7.5
208894,7,10.0
210724,5,10.0
321261,8,15.0
324705,10,15.0
218410,5,10.0
609721,18,27.5
281867,9,12.5
456815,9,20.0
173840,5,7.5
411580,12,17.5
357494,9,15.0
421976,10,17.5
306252,5,12.5
248060,5,10.0
440899,11,17.5
127439,3,5.0
258697,4,10.0
261310,5,10.0
265012,5,10.0
336894,8,12.5
408498,8,15.0
689872,16,25.0
557832,11,20.0
425345,9,15.0
573759,8,20.0
72371,2,2.5
514037,11,17.5
372211,7,12.5
750794,16,25.0
532591,10,17.5
230973,5,7.5
310724,7,10.0
628320,12,20.0
476159,8,15.0
399887,8,12.5
810729,16,25.0
575108,12,17.5
996888,17,30.0
336771,5,10.0
683050,12,20.0
345796,6,10.0
1048004,17,30.0
617977,10,17.5
267925,3,7.5
815178,14,22.5
366666,6,10.0
649151,10,17.5
563241,7,15.0
190139,3,5.0
769885,12,20.0
778077,13,20.0
886690,15,22.5
398047,6,10.0
706493,10,17.5
815885,8,20.0
410790,5,10.0
1146342,19,27.5
632399,8,15.0
1382428,21,32.5
1504931,20,35.0
759227,12,17.5
767231,13,17.5
663921,8,15.0
781880,10,17.5
1462470,19,32.5
908549,12,20.0
4069,13,36.0
2736,4,12.0
9889,8,28.0
13769,9,28.0
2715,1,4.0
15372,6,20.0
14280,6,16.0
16812,5,16.0
18118,6,16.0
26274,9,20.0
17426,5,12.0
12855,4,8.0
21155,5,12.0
7362,2,4.0
26803,4,12.0
28511,3,12.0
50138,9,20.0
32114,4,12.0
66787,6,24.0
46899,4,16.0
24648,3,8.0
25815,4,8.0
40401,5,12.0
14206,1,4.0
29440,2,8.0
61480,5,16.0
31724,3,8.0
48625,5,12.0
82646,8,20.0
68985,5,16.0
35759,2,8.0
90966,8,20.0
168625,12,36.0
97083,6,20.0
40103,3,8.0
40849,3,8.0
126403,10,24.0
172455,11,32.0
66220,3,12.0
67727,6,12.0
69930,3,12.0
47575,4,8.0
98403,6,16.0
125209,8,20.0
128349,7,20.0
183604,12,28.0
81052,4,12.0
137686,10,20.0
112742,6,16.0
115273,4,16.0
205450,10,28.0
120285,6,16.0
213905,11,28.0
62577,4,8.0
95746,4,12.0
129128,5,16.0
165254,8,20.0
66797,4,8.0
376611,19,44.0
173902,7,20.0
319888,14,36.0
144572,5,16.0
73452,4,8.0
299376,9,32.0
267277,12,28.0
310777,10,32.0
235826,8,24.0
240886,10,24.0
122571,5,12.0
83329,4,8.0
295161,12,28.0
172134,6,16.0
261353,11,24.0
222510,7,20.0
181155,6,16.0
229395,6,20.0
278620,10,24.0
330436,7,28.0
192040,5,16.0
146008,4,12.0
296469,9,24.0
201099,6,16.0
204095,4,16.0
206199,6,16.0
261358,7,20.0
158609,6,12.0
160198,3,12.0
378514,11,28.0
164526,4,12.0
333419,9,24.0
337987,10,24.0
342209,8,24.0
347843,9,24.0
176164,6,12.0
416577,7,28.0
301465,8,20.0
795991,21,52.0
309536,5,20.0
188004,5,12.0
191421,4,12.0
128968,4,8.0
587709,13,36.0
397802,8,24.0
335870,6,20.0
612144,14,36.0
345110,9,20.0
488878,11,28.0
423682,9,24.0
358100,5,20.0
362615,8,20.0
293429,5,16.0
519894,12,28.0
226225,4,12.0
380893,7,20.0
153766,2,8.0
934254,16,48.0
313867,5,16.0
475929,10,24.0
480488,8,24.0
892508,17,44.0
575234,12,28.0
914606,16,44.0
926295,15,44.0
340815,6,16.0
862035,11,40.0
786095,14,36.0
1149111,21,52.0
625293,8,28.0
634128,12,28.0
734181,10,32.0
185799,4,8.0
749022,13,32.0
475424,9,20.0
768570,13,32.0
973177,16,40.0
1083032,17,44.0
896517,15,36.0
1006120,16,40.0
916565,9,36.0
617479,8,24.0
729733,10,28.0
737297,12,28.0
319411,4,12.0
215381,2,8.0
759719,9,28.0
1535639,20,56.0
773192,13,28.0
446418,6,16.0
1013215,13,36.0
795696,11,28.0
1547,6,10.2
2585,3,7.6499999999999995
4509,3,7.6499999999999995
9796,9,12.75
9984,4,10.2
18776,10,15.299999999999999
18037,8,12.75
28694,10,17.849999999999998
14027,4,7.6499999999999995
10811,4,5.1
17043,4,7.6499999999999995
6234,2,2.55
42271,9,15.299999999999999
7717,2,2.55
48827,9,15.299999999999999
34735,4,10.2
56542,9,15.299999999999999
59693,7,15.299999999999999
41925,5,10.2
11150,1,2.55
46910,7,10.2
37412,5,7.6499999999999995
77129,9,15.299999999999999
67443,9,12.75
41966,5,7.6499999999999995
88130,11,15.299999999999999
15222,2,2.55
63412,5,10.2
64368,6,10.2
83486,8,12.75
17171,1,2.55
53081,4,7.6499999999999995
36441,3,5.1
94516,8,12.75
155236,12,20.4
59621,3,7.6499999999999995
82075,7,10.2
105250,10,12.75
129462,8,15.299999999999999
44225,4,5.1
135682,11,15.299999999999999
69439,4,7.6499999999999995
47820,4,5.1
24498,1,2.55
75292,6,7.6499999999999995
102817,6,10.2
104555,4,10.2
107787,5,10.2
109980,7,10.2
140643,7,12.75
86402,3,7.6499999999999995
58676,4,5.1
150116,10,12.75
91131,4,7.6499999999999995
93412,4,7.6499999999999995
31602,2,2.55
258721,13,20.4
132097,5,10.2
101053,4,7.6499999999999995
102284,5,7.6499999999999995
103828,3,7.6499999999999995
319778,14,22.95
217045,10,15.299999999999999
147187,4,10.2
149761,7,10.2
113858,4,7.6499999999999995
193986,8,12.75
39215,1,2.55
201291,8,12.75
41007,2,2.55
41387,2,2.55
172179,8,10.2
174929,5,10.2
316414,10,17.849999999999998
319839,9,17.849999999999998
372619,10,20.4
284168,6,15.299999999999999
144011,5,7.6499999999999995
487310,17,25.5
198172,4,10.2
150411,5,7.6499999999999995
254157,9,12.75
361234,11,17.849999999999998
209134,6,10.2
264609,8,12.75
374473,12,17.849999999999998
162107,6,7.6499999999999995
109598,3,5.1
443728,13,20.4
281130,6,12.75
686961,19,30.599999999999998
463605,13,20.4
411154,9,17.849999999999998
417082,14,17.849999999999998
180415,3,7.6499999999999995
550607,12,22.95
251068,8,10.2
381483,7,15.299999999999999
193646,6,7.6499999999999995
196434,4,7.6499999999999995
198724,6,7.6499999999999995
604672,13,22.95
204485,3,7.6499999999999995
344955,7,12.75
349682,7,12.75
283046,6,10.2
72048,1,2.55
289932,8,10.2
1027668,25,35.699999999999996
445312,9,15.299999999999999
750447,15,25.5
151704,4,5.1
307607,6,10.2
545079,11,17.849999999999998
471911,8,15.299999999999999
396554,7,12.75
640049,12,20.4
566979,10,17.849999999999998
491970,8,15.299999999999999
914992,16,28.049999999999997
841845,16,25.5
512645,8,15.299999999999999
777317,16,22.95
611494,12,17.849999999999998
618629,11,17.849999999999998
178888,3,5.1
542694,11,15.299999999999999
641410,10,17.849999999999998
92441,2,2.55
563700,9,15.299999999999999
379930,7,10.2
1057144,16,28.049999999999997
679488,8,17.849999999999998
884220,13,22.95
794740,11,20.4
1006614,15,25.5
611002,6,15.299999999999999
412031,7,10.2
1770473,31,43.349999999999994
948080,12,22.95
1275811,17,30.599999999999998
536832,10,12.75
1193447,18,28.049999999999997
768565,11,17.849999999999998
775787,10,17.849999999999998
1004673,13,22.95
674286,11,15.299999999999999
680868,10,15.299999999999999
1111,3,9.3
1026,2,3.1
8757,10,18.6
10616,5,15.5
17819,9,21.7
11820,5,12.4
18307,7,15.5
16451,5,12.4
23450,6,15.5
20980,5,12.4
29146,9,15.5
25331,4,12.4
6742,1,3.1
22263,3,9.3
40923,7,15.5
35854,6,12.4
65491,10,21.7
59934,8,18.6
32471,4,9.3
89839,8,24.8
35609,4,9.3
99064,13,24.8
64041,7,15.5
40250,4,9.3
70990,9,15.5
87597,10,18.6
76235,8,15.5
47121,6,9.3
112789,14,21.7
66533,6,12.4
68432,6,12.4
35286,3,6.2
54820,4,9.3
150735,12,24.8
39048,3,6.2
59728,5,9.3
61552,5,9.3
104896,5,15.5
86095,6,12.4
177362,8,24.8
67896,3,9.3
70180,6,9.3
47922,2,6.2
75571,4,9.3
154992,9,18.6
105337,6,12.4
161536,7,18.6
55211,3,6.2
225800,11,24.8
115261,4,12.4
58779,2,6.2
239876,14,24.8
91377,5,9.3
186460,8,18.6
127420,8,12.4
322916,16,31.0
164566,9,15.5
67254,2,6.2
68048,2,6.2
104208,4,9.3
177169,8,15.5
181303,7,15.5
36875,1,3.1
262027,10,21.7
304334,11,24.8
77261,4,6.2
197978,5,15.5
241529,9,18.6
204966,8,15.5
41637,1,3.1
214752,7,15.5
394103,14,27.900000000000002
355618,9,24.8
316331,10,21.7
322016,9,21.7
139982,3,9.3
332058,7,21.7
96198,2,6.2
341690,9,21.7
197209,6,12.4
150578,3,9.3
204248,8,12.4
617961,21,37.2
260947,8,15.5
263646,9,15.5
160863,5,9.3
270636,8,15.5
437426,11,24.8
277177,7,15.5
112211,3,6.2
400192,11,21.7
405563,10,21.7
234341,6,12.4
535118,13,27.900000000000002
301699,8,15.5
305569,8,15.5
434364,8,21.7
377630,8,18.6
638387,17,31.0
129167,2,6.2
65160,1,3.1
331503,8,15.5
672684,16,31.0
408525,8,18.6
482587,9,21.7
559141,12,24.8
708440,15,31.0
287915,4,12.4
145089,2,6.2
367154,8,15.5
445075,10,18.6
526002,10,21.7
456880,11,18.6
845908,17,34.1
543876,10,21.7
548807,11,21.7
556203,10,21.7
640223,10,24.8
566483,10,21.7
328579,5,12.4
581090,10,21.7
758755,12,27.900000000000002
426584,8,15.5
775734,15,27.900000000000002
873793,14,31.0
618356,10,21.7
449135,7,15.5
634526,10,21.7
825981,15,27.900000000000002
463724,5,15.5
281116,3,9.3
664205,9,21.7
1251310,20,40.300000000000004
875100,12,27.900000000000002
786786,12,24.8
695517,11,21.7
1106969,17,34.1
1223872,12,37.2
515180,8,15.5
1146775,17,34.1
841288,14,24.8
1275758,17,37.2
861058,14,24.8
1517899,23,43.4
875717,11,24.8
994323,14,27.900000000000002
1116836,17,31.0
562806,7,15.5
908393,11,24.8
2304,11,24.5
3723,6,14.0
6086,5,14.0
9668,7,17.5
9879,7,14.0
9236,5,10.5
14133,4,14.0
29594,13,24.5
4829,2,3.5
10505,3,7.0
18064,4,10.5
6303,1,3.5
27438,6,14.0
30256,5,14.0
24812,4,10.5
79327,14,31.5
38038,7,14.0
39959,5,14.0
42403,7,14.0
33196,3,10.5
11612,2,3.5
74172,10,21.0
78218,8,21.0
67632,8,17.5
84130,7,21.0
58930,5,14.0
60643,7,14.0
78722,8,17.5
64781,6,14.0
33296,4,7.0
102410,7,21.0
70784,6,14.0
91218,6,17.5
169691,12,31.5
116621,9,21.0
119389,11,21.0
81502,7,14.0
125830,8,21.0
108013,9,17.5
44420,2,7.0
68007,5,10.5
116901,6,17.5
95742,7,14.0
121784,8,17.5
25333,2,3.5
128875,10,17.5
131518,7,17.5
165390,9,21.0
141111,8,17.5
258986,9,31.5
58739,3,7.0
240372,14,28.0
61056,3,7.0
124484,4,14.0
63678,4,7.0
161362,6,17.5
231223,10,24.5
67131,3,7.0
170316,8,17.5
209071,8,21.0
249709,9,24.5
144244,7,14.0
220498,9,21.0
149966,7,14.0
189922,6,17.5
233366,10,21.0
39462,1,3.5
121339,6,10.5
286841,10,24.5
125115,5,10.5
168592,6,14.0
86373,2,7.0
218621,8,17.5
177832,7,14.0
90687,3,7.0
183903,5,14.0
372932,14,28.0
283607,6,21.0
48299,2,3.5
292932,10,21.0
396402,12,28.0
150642,4,10.5
254080,6,17.5
102845,3,7.0
313620,9,21.0
158410,6,10.5
373493,11,24.5
378181,10,24.5
329382,10,21.0
332535,7,21.0
507039,11,31.5
457570,10,28.0
462915,12,28.0
351638,10,21.0
178258,5,10.5
241732,5,14.0
367637,11,21.0
123727,3,7.0
314386,8,17.5
767214,15,42.0
259224,6,14.0
197123,4,10.5
66427,1,3.5
335864,7,17.5
408151,8,21.0
138448,3,7.0
279233,5,14.0
212773,5,10.5
644594,9,31.5
145596,3,7.0
587028,14,28.0
668101,12,31.5
677201,13,31.5
607495,10,28.0
384832,6,17.5
777629,15,35.0
393448,8,17.5
633738,11,28.0
320087,6,14.0
809544,16,35.0
738696,11,31.5
916138,15,38.5
925952,17,38.5
511176,10,21.0
688976,13,28.0
522708,7,21.0
706983,14,28.0
178733,3,7.0
543791,11,21.0
918147,12,35.0
556678,9,21.0
562852,8,21.0
379870,6,14.0
576229,9,21.0
485837,8,17.5
295710,6,10.5
597213,8,21.0
805737,15,28.0
612020,6,21.0
515869,7,17.5
625279,11,21.0
737702,11,24.5
958045,11,31.5
1181789,18,38.5
542439,6,17.5
877446,13,28.0
775368,11,24.5
1003666,12,31.5
1238245,14,38.5
793733,9,24.5
1835,7,27.0
1904,3,9.0
10029,13,31.5
14130,11,31.5
15281,10,27.0
12355,6,18.0
14474,7,18.0
29139,9,31.5
18027,5,18.0
26331,8,22.5
17223,4,13.5
12636,4,9.0
28230,5,18.0
22820,4,13.5
15902,3,9.0
53650,9,27.0
28450,5,13.5
39717,8,18.0
42416,7,18.0
22413,2,9.0
47544,7,18.0
49340,6,18.0
64345,9,22.5
53805,5,18.0
55900,6,18.0
14491,1,4.5
107025,11,31.5
31466,3,9.0
112989,11,31.5
67262,6,18.0
53147,4,13.5
91108,7,22.5
149988,13,36.0
154799,13,36.0
19811,1,4.5
143484,8,31.5
84176,6,18.0
194115,12,40.5
43800,4,9.0
68190,6,13.5
69677,4,13.5
71663,6,13.5
97767,6,18.0
100840,5,18.0
205342,12,36.0
79566,4,13.5
134712,7,22.5
219029,15,36.0
140474,8,22.5
86256,3,13.5
88059,3,13.5
150071,8,22.5
183172,11,27.0
310976,14,45.0
127407,5,18.0
164856,8,22.5
234582,8,31.5
102080,3,13.5
174276,9,22.5
176790,9,22.5
216718,10,27.0
183904,8,22.5
262408,8,31.5
75991,4,9.0
154591,6,18.0
275023,10,31.5
80270,3,9.0
122814,6,13.5
83194,4,9.0
127499,4,13.5
171632,5,18.0
261739,7,27.0
223057,7,22.5
134984,5,13.5
321103,12,31.5
232309,6,22.5
283683,6,27.0
143950,4,13.5
292371,9,27.0
346398,13,31.5
250654,7,22.5
304876,9,27.0
257551,8,22.5
313728,10,27.0
317369,8,27.0
267132,7,22.5
216778,5,18.0
109342,3,9.0
278001,6,22.5
395210,11,31.5
627472,19,49.5
579148,16,45.0
411777,12,31.5
535712,10,40.5
301328,9,22.5
367050,8,27.0
309376,7,22.5
313886,8,22.5
255160,7,18.0
258352,8,18.0
196565,4,13.5
331646,8,22.5
603908,13,40.5
273461,5,18.0
621277,15,40.5
419104,11,27.0
637197,13,40.5
429572,6,27.0
434866,10,27.0
733771,16,45.0
668317,15,40.5
900478,18,54.0
760148,13,45.0
537807,10,31.5
777989,17,45.0
236057,4,13.5
555583,12,31.5
640238,11,36.0
729076,10,40.5
656965,13,36.0
830615,15,45.0
841431,17,45.0
596668,11,31.5
690024,9,36.0
785931,14,40.5
1060114,14,54.0
626328,9,31.5
452536,7,22.5
274574,4,13.5
556161,12,27.0
468580,8,22.5
759925,11,36.0
1152604,17,54.0
1070834,17,49.5
1181030,20,54.0
1191823,21,54.0
906357,15,40.5
610191,6,27.0
720698,10,31.5
833847,13,36.0
1158217,19,49.5
1274904,18,54.0
1181558,15,49.5
867462,12,36.0
1095885,15,45.0
884592,10,36.0
1227288,17,49.5
563459,8,22.5
1135342,14,45.0
2973,13,30.0
6537,8,26.25
7546,7,18.75
9657,7,18.75
25214,15,37.5
6184,2,7.5
25430,9,26.25
4384,1,3.75
23651,6,18.75
32086,11,22.5
23289,5,15.0
18928,5,11.25
13557,3,7.5
29992,6,15.0
41253,8,18.75
62265,9,26.25
18600,4,7.5
20227,2,7.5
21272,4,7.5
44399,4,15.0
11599,2,3.75
37379,5,11.25
89743,12,26.25
67394,8,18.75
70665,7,18.75
103027,10,26.25
61054,6,15.0
62563,5,15.0
80670,7,18.75
16534,1,3.75
68665,6,15.0
88430,9,18.75
72646,5,15.0
94346,8,18.75
38449,3,7.5
79857,5,15.0
20605,1,3.75
63131,4,11.25
86103,5,15.0
132773,8,22.5
158930,12,26.25
92989,6,15.0
166791,11,26.25
24748,1,3.75
74736,5,11.25
77190,6,11.25
131712,7,18.75
53573,4,7.5
109754,7,15.0
84428,5,11.25
57390,2,7.5
58451,3,7.5
90274,6,11.25
214083,10,26.25
93406,6,11.25
31907,2,3.75
259302,11,30.0
98970,4,11.25
67188,2,7.5
205674,11,22.5
173508,6,18.75
283838,12,30.0
144172,5,15.0
589792,24,60.0
74981,2,7.5
190085,7,18.75
115854,4,11.25
275642,9,26.25
241515,10,22.5
40923,1,3.75
82806,3,7.5
42404,2,3.75
218503,8,18.75
312238,11,26.25
180726,6,15.0
229373,8,18.75
280216,11,22.5
236196,5,18.75
95738,4,7.5
97231,3,7.5
543549,16,41.25
100113,2,7.5
152928,5,11.25
413110,12,30.0
156722,4,11.25
211402,5,15.0
267302,8,18.75
108128,3,7.5
54801,1,3.75
443649,12,30.0
337909,6,22.5
342911,10,22.5
347053,7,22.5
822676,22,52.5
238630,6,15.0
301162,7,18.75
610454,15,37.5
434738,10,26.25
377546,9,22.5
190773,5,11.25
323725,9,18.75
392535,9,22.5
132538,3,7.5
404244,11,22.5
613906,14,33.75
275944,5,15.0
349828,10,18.75
354646,9,18.75
501111,7,26.25
144486,3,7.5
293973,7,15.0
816969,15,41.25
450443,6,22.5
608780,10,30.0
999638,18,48.75
389004,6,18.75
471601,9,22.5
475700,9,22.5
400257,6,18.75
810726,14,37.5
328138,5,15.0
998474,17,45.0
588224,10,26.25
1364939,25,60.0
345536,6,15.0
436739,8,18.75
617958,11,26.25
895800,11,37.5
906007,17,37.5
91368,2,3.75
648915,11,26.25
468456,8,18.75
378672,7,15.0
672964,12,26.25
877285,13,33.75
491947,7,18.75
796662,15,30.0
605293,11,22.5
815182,8,30.0
410720,7,15.0
625466,10,22.5
1261792,19,45.0
850268,11,30.0
860704,13,30.0
1085899,11,37.5
657874,9,22.5
1105975,13,37.5
892170,13,30.0
675795,7,22.5
340282,5,11.25
1527,5,19.0
2626,4,14.25
3375,3,9.5
2037,2,4.75
7417,5,14.25
15289,8,23.75
18359,8,23.75
4360,2,4.75
18866,6,19.0
16126,5,14.25
29157,7,23.75
7216,1,4.75
60734,10,38.0
33407,4,19.0
26286,5,14.25
65460,9,33.25
50191,6,23.75
20933,2,9.5
44337,4,19.0
118117,18,47.5
49324,7,19.0
51980,6,19.0
67677,9,23.75
56097,6,19.0
14370,2,4.75
60625,7,19.0
15765,2,4.75
129456,13,38.0
33620,3,9.5
51489,4,14.25
105633,9,28.5
91171,9,23.75
93973,5,23.75
80005,5,19.0
40758,4,9.5
105358,7,23.75
43333,3,9.5
88491,4,19.0
23014,2,4.75
93265,5,19.0
24014,1,4.75
98032,7,19.0
150713,8,28.5
128760,6,23.75
237510,11,42.75
161355,10,28.5
110133,6,19.0
112749,6,19.0
143165,5,23.75
146848,8,23.75
119964,7,19.0
153444,8,23.75
280502,13,42.75
127400,7,19.0
161924,6,23.75
196534,11,28.5
67389,4,9.5
170590,7,23.75
139136,6,19.0
141785,4,19.0
144827,6,19.0
73943,3,9.5
262113,11,33.25
114657,5,14.25
116667,5,14.25
158027,6,19.0
80616,4,9.5
81813,3,9.5
82874,3,9.5
253536,11,28.5
215107,6,23.75
174671,6,19.0
222463,6,23.75
270156,7,28.5
183961,6,19.0
233468,7,23.75
284195,6,28.5
528675,17,52.25
243390,7,23.75
148460,5,14.25
250274,9,23.75
202906,8,19.0
154656,5,14.25
416564,14,38.0
211985,6,19.0
374516,11,33.25
162490,3,14.25
219238,5,19.0
389373,10,33.25
450637,13,38.0
456848,12,38.0
231300,6,19.0
117749,3,9.5
416403,11,33.25
241693,4,19.0
244600,4,19.0
247887,7,19.0
251776,6,19.0
446991,11,33.25
129658,3,9.5
589974,14,42.75
664010,16,47.5
538310,10,38.0
477451,10,33.25
207114,3,14.25
419317,8,28.5
284683,4,19.0
358017,5,23.75
363040,9,23.75
146937,3,9.5
371021,8,23.75
525669,10,33.25
379835,8,23.75
536858,11,33.25
777547,17,47.5
314392,5,19.0
873085,19,52.25
880228,14,52.25
810515,14,47.5
984679,20,57.0
831172,13,47.5
504281,9,28.5
596501,11,33.25
603347,10,33.25
786980,14,42.75
531692,10,28.5
358029,6,19.0
453113,8,23.75
457833,6,23.75
277578,5,14.25
845111,14,42.75
1330910,20,66.5
768780,11,38.0
974476,13,47.5
787625,12,38.0
696693,9,33.25
806862,11,38.0
1118888,11,52.25
1029498,13,47.5
624479,10,28.5
737632,9,33.25
851386,14,38.0
966085,16,42.75
976962,12,42.75
984815,15,42.75
663705,6,28.5
1896555,27,80.75
1240335,14,52.25
682181,8,28.5
25980,8,4.0
6071,1,0.8
25786,6,3.2
48584,7,5.6000000000000005
22997,5,2.4000000000000004
32751,6,3.2
43998,8,4.0
46524,8,4.0
21132,3,1.6
22100,3,1.6
59491,7,4.0
66391,6,3.2
21494,1,0.8
158821,12,5.6000000000000005
47068,3,1.6
